card_id,customer_id,card_type,card_status,daily_limit
92034,2211,debit,active,1000
92035,705,debit,active,500
92036,3835,credit,active,5000
92037,1425,debit,active,1000
92038,1059,credit,active,1000
92039,4011,credit,active,1500
92040,3612,credit,active,1000
92041,3636,credit,active,1000
92042,2766,credit,active,500
92043,2361,credit,active,1000
92044,3192,credit,active,1500
92045,2024,debit,active,5000
92046,1045,credit,active,500
92047,1138,debit,active,500
92048,1702,credit,active,1000
92049,2045,debit,active,3000
92050,4421,credit,active,1500
92051,3658,credit,active,5000
92052,573,debit,active,5000
92053,356,debit,active,500
92054,4920,debit,active,3000
92055,2840,debit,active,1500
92056,2581,credit,active,500
92057,2358,debit,active,500
92058,3453,debit,flagged,500
92059,3208,credit,active,500
92060,32,credit,active,1000
92061,3227,credit,active,3000
92062,2188,credit,active,1000
92063,4616,credit,active,1500
92064,1208,debit,active,500
92065,462,credit,active,1000
92066,3617,credit,active,1000
92067,2615,debit,active,500
92068,4156,credit,active,1500
92069,3952,debit,active,1000
92070,1544,credit,active,500
92071,358,debit,active,3000
92072,1735,debit,active,3000
92073,3899,credit,active,1500
92074,3298,credit,active,500
92075,3928,debit,active,1500
92076,3789,debit,active,1500
92077,3451,debit,active,1500
92078,3102,credit,active,3000
92079,4329,credit,active,500
92080,2738,credit,active,1000
92081,2728,debit,active,3000
92082,1672,credit,flagged,500
92083,4217,credit,active,3000
92084,3244,credit,active,5000
92085,2957,credit,active,3000
92086,104,debit,active,1000
92087,1794,credit,active,1000
92088,1494,credit,active,5000
92089,2100,debit,active,5000
92090,1309,debit,flagged,1000
92091,2672,debit,active,1500
92092,2893,credit,active,1500
92093,1622,credit,active,1000
92094,3971,credit,active,1500
92095,575,credit,active,3000
92096,2515,debit,active,5000
92097,3866,debit,active,1000
92098,3987,debit,active,5000
92099,1170,debit,active,1000
92100,2964,debit,active,1000
92101,4966,debit,active,1500
92102,270,debit,active,1500
92103,4652,credit,active,5000
92104,2133,debit,active,3000
92105,4847,credit,active,500
92106,4471,credit,active,1000
92107,2409,credit,active,5000
92108,197,debit,flagged,3000
92109,4144,debit,active,3000
92110,3531,credit,active,1500
92111,4604,debit,active,500
92112,4630,credit,active,3000
92113,4142,debit,active,1500
92114,135,credit,active,1000
92115,2738,credit,active,3000
92116,1511,credit,active,1000
92117,1727,debit,active,1000
92118,3997,debit,active,1500
92119,3383,debit,active,500
92120,2216,credit,active,1000
92121,2076,credit,active,3000
92122,3410,credit,active,1500
92123,821,credit,active,3000
92124,713,debit,flagged,5000
92125,3243,debit,active,5000
92126,3164,credit,flagged,5000
92127,1388,credit,flagged,5000
92128,2088,debit,active,5000
92129,2951,debit,active,3000
92130,2655,credit,active,1000
92131,2456,credit,active,5000
92132,4426,debit,active,1000
92133,832,debit,active,500
92134,3237,debit,active,3000
92135,4798,debit,active,1000
92136,4047,credit,active,1000
92137,4997,debit,active,1000
92138,1311,debit,active,1000
92139,785,credit,active,500
92140,1256,debit,active,1500
92141,1245,debit,active,1000
92142,1986,credit,active,1000
92143,546,credit,active,5000
92144,4533,debit,active,3000
92145,373,debit,active,5000
92146,4873,credit,active,500
92147,921,debit,active,5000
92148,149,debit,active,3000
92149,3981,credit,active,5000
92150,113,debit,active,500
92151,4767,debit,flagged,3000
92152,2808,debit,active,1000
92153,2409,credit,active,1500
92154,1792,credit,active,500
92155,2561,credit,active,1500
92156,3567,debit,active,500
92157,4526,credit,active,3000
92158,1153,debit,active,1500
92159,437,debit,active,5000
92160,80,debit,active,5000
92161,935,debit,active,1000
92162,928,credit,active,500
92163,205,credit,active,1000
92164,1458,credit,active,5000
92165,1913,debit,active,1500
92166,1532,credit,active,1500
92167,1209,debit,active,500
92168,1805,debit,active,3000
92169,4621,credit,active,1000
92170,4335,debit,active,3000
92171,4048,debit,active,500
92172,3285,credit,active,500
92173,3548,credit,active,5000
92174,3371,debit,flagged,500
92175,1471,credit,active,1000
92176,4155,credit,active,1000
92177,3542,credit,active,500
92178,1398,debit,active,5000
92179,2449,debit,active,1500
92180,1710,debit,active,500
92181,2958,debit,active,5000
92182,2303,debit,active,1500
92183,226,credit,active,1500
92184,22,credit,active,1000
92185,4488,credit,active,3000
92186,3659,debit,active,3000
92187,4131,credit,active,5000
92188,4032,debit,active,5000
92189,1862,debit,active,3000
92190,2234,credit,active,1500
92191,4178,debit,active,500
92192,690,credit,active,3000
92193,1369,credit,active,3000
92194,1986,debit,active,5000
92195,212,debit,active,5000
92196,1936,debit,active,500
92197,738,debit,active,1000
92198,2095,debit,active,1000
92199,3141,debit,active,5000
92200,4887,debit,active,1000
92201,2481,debit,active,500
92202,542,credit,active,1500
92203,3889,debit,active,3000
92204,402,credit,active,1500
92205,3604,credit,active,5000
92206,3323,debit,active,500
92207,1340,credit,active,3000
92208,4950,debit,active,1500
92209,4449,debit,flagged,5000
92210,4270,debit,active,500
92211,818,credit,active,1500
92212,3334,credit,active,3000
92213,3808,credit,active,500
92214,4788,credit,active,5000
92215,3270,debit,active,500
92216,4656,debit,active,3000
92217,3459,credit,active,3000
92218,3824,debit,active,1000
92219,1685,debit,active,1500
92220,1885,credit,active,1000
92221,3608,credit,active,1500
92222,1554,debit,active,1500
92223,4818,debit,active,5000
92224,4621,credit,active,1500
92225,4113,credit,active,3000
92226,1405,debit,active,1500
92227,3872,debit,active,1500
92228,246,debit,active,3000
92229,3471,debit,active,5000
92230,2526,credit,active,1500
92231,2184,debit,active,1000
92232,4797,debit,active,3000
92233,2842,debit,active,5000
92234,635,credit,active,3000
92235,1361,debit,active,1500
92236,1850,debit,active,500
92237,3199,debit,active,500
92238,3368,credit,active,1500
92239,485,debit,active,1000
92240,753,credit,active,1000
92241,2093,credit,active,3000
92242,1735,credit,active,5000
92243,4560,credit,active,1000
92244,1598,credit,active,1500
92245,2261,credit,active,500
92246,2511,debit,active,1500
92247,1207,debit,active,3000
92248,2782,credit,active,1500
92249,2401,credit,active,1500
92250,1366,debit,active,5000
92251,2452,debit,active,1500
92252,3102,debit,active,1500
92253,612,debit,active,500
92254,3342,credit,active,5000
92255,1423,credit,active,1500
92256,1459,credit,active,3000
92257,1674,credit,active,5000
92258,4328,credit,active,5000
92259,969,credit,active,500
92260,501,credit,active,500
92261,2139,credit,flagged,500
92262,4334,debit,active,3000
92263,4660,debit,active,1000
92264,400,credit,flagged,5000
92265,1406,credit,active,1000
92266,625,debit,active,500
92267,1150,credit,active,1500
92268,1955,credit,active,3000
92269,1377,credit,active,500
92270,582,credit,active,500
92271,3488,credit,active,5000
92272,3189,debit,active,3000
92273,4874,credit,active,3000
92274,2536,debit,active,1000
92275,524,credit,active,500
92276,3161,credit,active,500
92277,2182,credit,active,5000
92278,74,debit,active,1000
92279,2609,debit,active,1000
92280,667,credit,active,1500
92281,432,debit,active,3000
92282,1353,credit,active,5000
92283,1859,debit,active,1000
92284,493,credit,active,1500
92285,4490,credit,active,500
92286,3786,credit,active,5000
92287,4953,credit,active,1500
92288,1343,debit,active,500
92289,2343,debit,active,1500
92290,1118,credit,active,3000
92291,1826,credit,active,5000
92292,3467,debit,active,1500
92293,4742,credit,active,1500
92294,4907,credit,active,1500
92295,3855,credit,active,3000
92296,4988,debit,active,500
92297,2786,credit,active,5000
92298,3844,debit,active,3000
92299,130,credit,active,500
92300,331,credit,active,5000
92301,2234,debit,active,1500
92302,1884,debit,flagged,1500
92303,3553,debit,active,5000
92304,2913,credit,active,3000
92305,3486,debit,active,3000
92306,1733,credit,active,3000
92307,3218,debit,active,1500
92308,671,debit,active,500
92309,4100,credit,active,1000
92310,1121,credit,active,1500
92311,851,debit,active,1000
92312,2273,credit,active,500
92313,4111,credit,flagged,5000
92314,1919,credit,active,1000
92315,2756,debit,active,1000
92316,3856,credit,active,5000
92317,2711,debit,active,3000
92318,2970,credit,active,1000
92319,3981,credit,active,1500
92320,1268,credit,active,1000
92321,2712,credit,active,5000
92322,421,debit,active,1500
92323,1392,debit,active,5000
92324,1435,credit,active,3000
92325,2685,debit,active,5000
92326,3256,credit,active,5000
92327,4619,debit,active,1000
92328,4236,credit,active,3000
92329,8,debit,active,500
92330,2806,debit,flagged,1500
92331,1176,credit,active,1500
92332,3849,credit,active,5000
92333,2792,debit,active,1000
92334,4983,credit,active,1000
92335,2734,debit,active,3000
92336,577,credit,active,3000
92337,1373,debit,active,5000
92338,2902,debit,active,1000
92339,1676,credit,active,500
92340,565,credit,active,1000
92341,3677,debit,active,3000
92342,2862,debit,active,5000
92343,337,credit,active,5000
92344,541,credit,active,3000
92345,396,debit,active,1000
92346,501,credit,active,500
92347,4335,credit,active,3000
92348,445,debit,active,5000
92349,1632,debit,active,5000
92350,4427,debit,active,500
92351,258,debit,active,3000
92352,3385,credit,active,3000
92353,3727,debit,active,1500
92354,3737,credit,active,1500
92355,2448,credit,active,500
92356,1705,credit,active,5000
92357,908,credit,active,1500
92358,1656,credit,active,500
92359,884,debit,active,5000
92360,1674,credit,active,1000
92361,404,debit,active,1000
92362,1545,debit,active,500
92363,2551,credit,active,500
92364,3806,debit,active,1500
92365,143,credit,active,3000
92366,117,credit,active,500
92367,2621,debit,active,1500
92368,2505,credit,active,500
92369,3442,credit,active,1000
92370,2089,debit,active,5000
92371,3716,debit,active,5000
92372,2310,debit,active,1500
92373,3916,debit,active,500
92374,1292,debit,active,1500
92375,4156,debit,active,500
92376,1318,credit,active,5000
92377,2167,debit,active,5000
92378,2459,credit,flagged,3000
92379,2735,debit,active,5000
92380,2264,credit,active,3000
92381,2402,credit,active,1500
92382,1183,debit,active,500
92383,248,credit,active,1500
92384,1392,credit,active,5000
92385,3078,credit,active,1500
92386,2095,credit,active,500
92387,4114,credit,active,5000
92388,2840,debit,active,1500
92389,3079,credit,active,5000
92390,1872,credit,active,1500
92391,365,debit,active,500
92392,470,credit,active,3000
92393,3962,debit,active,3000
92394,1977,credit,active,3000
92395,352,debit,active,500
92396,1816,credit,active,3000
92397,4813,debit,active,500
92398,3157,credit,active,1500
92399,1454,credit,active,1000
92400,4120,debit,active,5000
92401,3274,credit,active,5000
92402,2773,debit,flagged,500
92403,3465,credit,active,5000
92404,576,credit,active,3000
92405,900,credit,active,3000
92406,3412,debit,active,3000
92407,4585,credit,flagged,5000
92408,1963,credit,active,1000
92409,3179,credit,active,500
92410,2799,credit,active,3000
92411,955,debit,active,5000
92412,2738,credit,flagged,1000
92413,1079,credit,active,500
92414,4185,debit,active,5000
92415,3311,debit,active,500
92416,1191,credit,active,3000
92417,2556,credit,active,5000
92418,2492,credit,active,5000
92419,4969,credit,active,500
92420,4683,credit,active,500
92421,2847,debit,active,500
92422,2129,debit,active,1000
92423,1479,credit,active,500
92424,3457,credit,active,500
92425,988,debit,active,3000
92426,4804,debit,active,3000
92427,1670,debit,active,500
92428,4675,credit,active,500
92429,4294,credit,active,1000
92430,3182,debit,active,1000
92431,1424,debit,active,1000
92432,2854,credit,active,1500
92433,4017,credit,active,5000
92434,2371,debit,active,5000
92435,2535,debit,active,1500
92436,69,debit,active,1000
92437,3841,debit,active,1000
92438,2528,debit,active,1500
92439,3121,debit,active,1500
92440,1044,debit,active,3000
92441,663,debit,active,1000
92442,106,debit,active,5000
92443,28,credit,active,5000
92444,2700,credit,flagged,500
92445,4606,credit,active,500
92446,844,debit,active,1000
92447,4117,debit,active,5000
92448,246,debit,active,3000
92449,3154,credit,active,5000
92450,2489,credit,active,500
92451,2018,debit,active,1500
92452,4764,credit,active,1000
92453,1648,credit,active,1000
92454,4926,credit,flagged,500
92455,1843,credit,active,1500
92456,1622,debit,active,1000
92457,2056,credit,active,3000
92458,2704,credit,active,500
92459,4769,credit,active,1000
92460,447,credit,active,3000
92461,4551,debit,active,500
92462,1031,credit,active,1500
92463,2393,debit,active,1000
92464,4911,debit,active,1000
92465,33,debit,active,1500
92466,4810,credit,active,3000
92467,2198,debit,active,500
92468,3345,credit,active,1500
92469,1128,debit,flagged,3000
92470,890,credit,active,5000
92471,195,debit,active,5000
92472,2159,credit,active,1500
92473,2621,credit,active,3000
92474,3237,debit,active,1000
92475,4443,credit,active,1500
92476,135,debit,active,5000
92477,741,credit,active,3000
92478,3634,debit,active,1000
92479,4623,credit,flagged,5000
92480,1543,credit,active,500
92481,4745,credit,active,3000
92482,252,credit,active,5000
92483,2681,debit,active,5000
92484,4037,debit,blocked,3000
92485,1113,debit,active,500
92486,1831,debit,active,5000
92487,821,debit,active,5000
92488,3498,credit,active,3000
92489,1801,credit,active,500
92490,1634,credit,active,1500
92491,4123,debit,flagged,3000
92492,2963,credit,active,3000
92493,825,debit,active,1500
92494,4018,credit,active,1000
92495,4825,credit,active,500
92496,2603,credit,active,3000
92497,1649,debit,active,1500
92498,4891,debit,active,1500
92499,2217,credit,active,5000
92500,4057,debit,active,500
92501,2899,credit,active,500
92502,1318,credit,active,500
92503,1120,debit,active,3000
92504,1047,credit,active,3000
92505,4165,debit,active,5000
92506,2686,debit,active,500
92507,2408,credit,active,1500
92508,4984,credit,active,500
92509,335,debit,active,5000
92510,456,debit,active,5000
92511,4149,credit,active,3000
92512,1899,credit,active,1500
92513,1999,credit,active,1000
92514,4701,debit,active,1500
92515,858,debit,active,5000
92516,2605,credit,active,5000
92517,1795,debit,active,500
92518,2869,credit,active,5000
92519,2074,debit,active,500
92520,849,debit,flagged,5000
92521,343,debit,active,5000
92522,2460,debit,active,1000
92523,4731,credit,active,1000
92524,2569,credit,active,5000
92525,298,debit,active,1000
92526,2023,credit,active,3000
92527,3189,credit,active,3000
92528,1355,credit,active,500
92529,1655,credit,active,1000
92530,4622,credit,active,5000
92531,3778,credit,active,1000
92532,175,debit,active,3000
92533,1957,debit,active,5000
92534,1676,credit,active,1000
92535,3153,credit,active,1000
92536,37,credit,active,1500
92537,4582,debit,active,500
92538,1823,debit,active,500
92539,637,credit,active,500
92540,2795,credit,active,3000
92541,3706,credit,active,1000
92542,4577,debit,active,1000
92543,484,debit,active,3000
92544,2619,credit,active,1500
92545,4125,debit,active,500
92546,1714,credit,active,3000
92547,4005,credit,active,1000
92548,2182,credit,active,1000
92549,3097,credit,active,3000
92550,526,debit,active,1500
92551,4721,credit,active,1500
92552,2978,debit,active,1500
92553,2592,debit,active,1000
92554,2912,credit,active,1500
92555,4246,debit,flagged,1500
92556,1143,credit,active,5000
92557,4698,debit,active,5000
92558,2993,debit,active,500
92559,920,credit,active,3000
92560,2046,debit,active,1500
92561,611,credit,active,1500
92562,3445,credit,blocked,1500
92563,494,credit,active,5000
92564,76,debit,active,1000
92565,555,debit,active,1500
92566,496,debit,active,1500
92567,4171,credit,active,1500
92568,2819,credit,active,1000
92569,1693,debit,active,5000
92570,2946,debit,active,1500
92571,3704,debit,active,1500
92572,2763,credit,active,1000
92573,3297,debit,active,500
92574,1660,debit,flagged,1000
92575,3801,debit,active,5000
92576,3193,debit,active,5000
92577,3096,credit,flagged,1500
92578,3944,credit,active,1000
92579,1767,credit,active,5000
92580,2823,credit,active,3000
92581,1519,credit,active,5000
92582,1551,debit,active,1000
92583,1466,credit,active,1000
92584,1827,debit,active,500
92585,3210,debit,active,5000
92586,2054,debit,active,1500
92587,2250,credit,active,500
92588,4417,debit,active,5000
92589,1959,debit,active,500
92590,420,debit,active,1000
92591,230,debit,active,1000
92592,4138,debit,active,1000
92593,2674,credit,active,500
92594,2527,credit,active,5000
92595,3116,credit,active,3000
92596,4127,credit,active,500
92597,1595,debit,active,1500
92598,489,credit,active,5000
92599,3341,credit,active,1000
92600,2442,credit,active,5000
92601,4410,debit,active,5000
92602,1393,credit,active,1000
92603,4266,credit,active,1000
92604,3219,debit,active,1000
92605,2000,debit,active,1500
92606,3174,debit,active,1000
92607,3229,debit,active,500
92608,1931,debit,active,3000
92609,2553,debit,active,1500
92610,4093,credit,active,500
92611,3549,debit,active,1000
92612,284,debit,flagged,500
92613,803,credit,active,3000
92614,3536,debit,flagged,1000
92615,4294,credit,active,1500
92616,2507,debit,active,500
92617,4370,credit,active,3000
92618,1248,debit,active,1500
92619,623,debit,active,5000
92620,2558,credit,active,3000
92621,3397,debit,active,500
92622,1497,credit,active,1500
92623,3432,debit,active,3000
92624,2146,credit,active,5000
92625,868,credit,active,1000
92626,2559,credit,active,500
92627,3412,credit,active,5000
92628,4460,credit,active,3000
92629,1810,debit,active,3000
92630,2861,debit,active,1500
92631,1253,debit,active,5000
92632,1598,credit,active,1500
92633,115,credit,active,500
92634,126,credit,active,5000
92635,4226,credit,active,1000
92636,210,credit,active,500
92637,3487,credit,active,1500
92638,4431,credit,active,1000
92639,1632,debit,active,500
92640,2087,credit,active,1500
92641,2924,credit,active,500
92642,1399,debit,active,5000
92643,1457,debit,active,1000
92644,4159,debit,active,1000
92645,390,credit,active,3000
92646,3216,debit,active,1000
92647,3417,credit,active,500
92648,2684,debit,active,1000
92649,1114,credit,active,5000
92650,520,debit,active,1500
92651,1955,debit,active,1000
92652,2994,debit,active,1000
92653,3985,credit,active,1000
92654,1964,debit,active,1500
92655,2423,debit,active,1000
92656,3948,credit,active,1000
92657,4884,credit,active,5000
92658,2920,debit,active,500
92659,4283,credit,active,500
92660,2356,credit,active,1000
92661,4840,debit,active,500
92662,2726,debit,active,1500
92663,4188,credit,active,1500
92664,4789,debit,active,500
92665,4564,debit,active,3000
92666,4000,debit,active,5000
92667,426,credit,active,1500
92668,3855,debit,active,500
92669,3864,debit,active,1500
92670,81,debit,active,1500
92671,2921,credit,active,5000
92672,2270,credit,active,3000
92673,1705,credit,active,1500
92674,4906,credit,active,500
92675,3625,debit,active,3000
92676,476,credit,active,3000
92677,2158,debit,active,5000
92678,866,debit,active,5000
92679,4868,debit,active,1000
92680,2913,debit,active,5000
92681,2311,debit,active,5000
92682,2024,credit,active,500
92683,1121,credit,active,1500
92684,3958,credit,active,3000
92685,3431,credit,flagged,500
92686,1778,debit,active,3000
92687,3850,debit,active,1000
92688,2144,debit,active,1000
92689,3994,credit,active,1000
92690,4996,debit,active,1000
92691,94,debit,flagged,1500
92692,1969,credit,active,3000
92693,343,credit,active,5000
92694,4579,credit,active,1500
92695,248,debit,active,5000
92696,4935,credit,active,1500
92697,3730,credit,active,3000
92698,1653,credit,active,500
92699,2257,debit,active,3000
92700,3759,debit,active,1500
92701,3190,credit,active,3000
92702,1909,credit,active,500
92703,1644,credit,active,3000
92704,1685,credit,active,5000
92705,792,debit,active,500
92706,2404,debit,active,3000
92707,2571,credit,active,1500
92708,1758,debit,active,1000
92709,853,credit,active,500
92710,3477,debit,active,5000
92711,3790,debit,active,1000
92712,2525,debit,active,1500
92713,4408,credit,active,5000
92714,3438,credit,active,500
92715,1192,credit,active,3000
92716,1310,debit,active,1000
92717,4808,debit,active,3000
92718,4606,credit,active,1000
92719,2116,debit,active,3000
92720,212,credit,active,1500
92721,4590,credit,active,1000
92722,3811,debit,active,1500
92723,1758,credit,active,1000
92724,1016,credit,active,3000
92725,4048,debit,active,500
92726,3566,credit,active,500
92727,2220,credit,active,500
92728,2227,debit,active,1500
92729,3362,debit,active,500
92730,418,credit,active,500
92731,3642,credit,active,3000
92732,4294,debit,active,5000
92733,4124,credit,active,1500
92734,1261,credit,active,1500
92735,2119,credit,active,5000
92736,1223,credit,active,5000
92737,3936,debit,active,3000
92738,2636,credit,active,1500
92739,4168,credit,active,1000
92740,3968,debit,active,1500
92741,1537,debit,active,5000
92742,452,credit,active,3000
92743,3765,debit,active,1000
92744,3288,debit,active,500
92745,3896,credit,active,500
92746,2107,debit,flagged,1000
92747,2869,credit,flagged,500
92748,383,credit,active,500
92749,3351,credit,active,3000
92750,2885,debit,active,500
92751,3587,debit,blocked,3000
92752,4716,credit,active,3000
92753,1745,credit,active,1500
92754,1462,credit,active,5000
92755,193,credit,active,5000
92756,825,credit,active,3000
92757,3784,credit,active,1000
92758,3592,debit,active,1500
92759,2556,debit,flagged,3000
92760,1902,debit,active,1500
92761,3449,credit,active,1000
92762,2749,credit,active,1500
92763,3146,credit,flagged,5000
92764,1291,debit,active,3000
92765,176,credit,active,500
92766,2624,credit,active,1000
92767,3219,debit,active,500
92768,3861,debit,active,1000
92769,1268,debit,active,3000
92770,3145,credit,active,1500
92771,2347,debit,active,1000
92772,2276,debit,active,500
92773,3375,credit,active,1000
92774,1366,credit,active,3000
92775,4507,debit,active,500
92776,1965,debit,flagged,3000
92777,1838,debit,active,3000
92778,3634,credit,active,1500
92779,3050,debit,active,1500
92780,977,debit,active,1500
92781,2994,credit,active,1000
92782,3060,debit,active,5000
92783,4037,credit,active,1000
92784,1565,credit,active,5000
92785,4773,credit,active,1500
92786,4599,credit,active,3000
92787,2020,credit,active,500
92788,3137,debit,active,1500
92789,516,credit,active,5000
92790,3660,credit,active,5000
92791,1645,credit,active,1500
92792,4817,credit,active,1000
92793,3722,debit,active,1500
92794,2739,debit,active,5000
92795,4035,credit,active,500
92796,1617,credit,active,500
92797,3250,credit,active,500
92798,2621,debit,active,3000
92799,2748,debit,active,1000
92800,1045,credit,active,3000
92801,321,debit,flagged,500
92802,879,credit,active,500
92803,1375,credit,active,5000
92804,4385,credit,active,5000
92805,4925,credit,active,1500
92806,4537,debit,active,3000
92807,4222,debit,active,5000
92808,2046,debit,active,5000
92809,149,credit,active,5000
92810,4981,debit,active,5000
92811,343,debit,active,1000
92812,1775,credit,active,500
92813,2785,debit,active,500
92814,396,credit,active,1000
92815,2796,credit,active,5000
92816,4836,debit,active,500
92817,1933,debit,active,3000
92818,4657,credit,active,1000
92819,616,debit,active,1500
92820,3524,credit,active,1500
92821,1182,debit,active,1500
92822,4637,debit,active,1000
92823,423,credit,active,1500
92824,4172,credit,active,1500
92825,4906,debit,active,3000
92826,37,debit,active,1000
92827,648,credit,active,1500
92828,3419,credit,active,500
92829,3438,credit,active,5000
92830,791,debit,active,5000
92831,2830,debit,active,5000
92832,4668,credit,active,500
92833,3260,credit,active,5000
92834,3159,debit,active,5000
92835,2646,debit,active,1000
92836,1042,debit,active,1000
92837,2222,credit,active,500
92838,1527,credit,active,1000
92839,4658,credit,active,1500
92840,4015,credit,active,3000
92841,972,debit,active,5000
92842,1640,debit,active,500
92843,4245,debit,active,1500
92844,1154,credit,active,1500
92845,4626,debit,active,500
92846,3551,credit,active,5000
92847,1607,debit,active,5000
92848,3398,debit,flagged,3000
92849,1338,debit,active,5000
92850,1933,debit,active,3000
92851,2790,debit,active,500
92852,4362,debit,active,5000
92853,2822,credit,active,3000
92854,4596,debit,active,1000
92855,4211,debit,active,3000
92856,4073,debit,active,500
92857,3445,debit,active,1500
92858,146,debit,active,5000
92859,2346,credit,active,1500
92860,1750,credit,active,1500
92861,2022,debit,active,1000
92862,1526,debit,active,500
92863,4331,credit,active,3000
92864,3840,debit,active,3000
92865,3985,credit,active,1000
92866,424,debit,active,500
92867,2419,debit,active,5000
92868,2051,debit,active,5000
92869,1421,credit,active,500
92870,4475,credit,active,3000
92871,2833,debit,active,1500
92872,1168,debit,active,5000
92873,1852,debit,active,1000
92874,2950,credit,active,1000
92875,3736,credit,active,3000
92876,2778,debit,active,500
92877,4270,credit,active,500
92878,2310,credit,active,500
92879,1862,credit,active,1000
92880,4772,credit,active,5000
92881,4008,credit,active,500
92882,2338,credit,active,5000
92883,4592,debit,active,5000
92884,4867,credit,active,3000
92885,459,credit,active,1000
92886,4832,debit,active,1000
92887,1072,debit,active,1500
92888,2544,credit,active,3000
92889,3885,credit,active,3000
92890,3705,debit,active,5000
92891,4234,credit,active,3000
92892,643,debit,active,1500
92893,2381,credit,flagged,5000
92894,1107,debit,active,5000
92895,2747,credit,active,1500
92896,424,debit,active,3000
92897,1752,credit,active,3000
92898,1128,credit,active,5000
92899,4780,credit,active,1500
92900,2393,credit,active,5000
92901,704,credit,active,1000
92902,1108,debit,active,500
92903,191,debit,active,1500
92904,1458,credit,active,5000
92905,473,credit,active,500
92906,2637,credit,active,1500
92907,883,credit,active,500
92908,4629,credit,active,500
92909,4189,debit,active,1500
92910,2893,credit,active,1500
92911,1284,debit,active,1500
92912,4827,credit,active,1000
92913,2437,debit,active,1500
92914,942,credit,active,3000
92915,1273,credit,active,1000
92916,2098,debit,active,1000
92917,2684,debit,flagged,3000
92918,3057,credit,active,3000
92919,3640,debit,active,1000
92920,3179,credit,active,3000
92921,2644,debit,active,500
92922,75,credit,active,5000
92923,3585,debit,active,3000
92924,3911,debit,active,1000
92925,4178,debit,flagged,3000
92926,700,debit,active,1500
92927,3231,credit,active,3000
92928,4950,credit,active,1500
92929,3888,debit,active,500
92930,3764,debit,active,1000
92931,2375,debit,active,3000
92932,4100,debit,active,500
92933,1787,debit,active,1000
92934,3170,credit,active,1500
92935,2670,credit,active,3000
92936,4011,debit,active,500
92937,3888,debit,active,3000
92938,1441,debit,active,1500
92939,3779,credit,active,3000
92940,590,debit,active,500
92941,2133,debit,active,1000
92942,880,credit,active,3000
92943,2735,credit,active,1500
92944,1827,debit,active,500
92945,4958,credit,active,3000
92946,1784,debit,active,3000
92947,1646,credit,active,500
92948,441,credit,active,3000
92949,2122,debit,active,3000
92950,455,credit,active,5000
92951,886,debit,active,1500
92952,1601,credit,active,1000
92953,4951,credit,active,1000
92954,3955,debit,active,5000
92955,2597,credit,active,3000
92956,502,credit,active,5000
92957,4856,debit,active,1000
92958,4816,credit,active,5000
92959,788,credit,active,5000
92960,1500,credit,active,1000
92961,4702,debit,active,500
92962,1738,debit,active,5000
92963,1598,credit,active,3000
92964,162,debit,active,3000
92965,4465,credit,active,3000
92966,3949,debit,active,5000
92967,553,credit,active,1500
92968,518,credit,active,500
92969,3875,credit,active,1500
92970,2753,debit,active,1500
92971,2962,debit,active,1500
92972,4558,credit,active,3000
92973,1598,debit,active,1000
92974,1212,debit,active,1000
92975,1930,credit,flagged,5000
92976,3595,credit,active,1000
92977,2874,credit,active,1000
92978,3364,credit,active,3000
92979,2180,credit,active,1500
92980,2630,debit,active,1000
92981,4260,debit,active,500
92982,1007,credit,active,500
92983,4312,debit,active,3000
92984,2590,credit,active,1500
92985,210,credit,active,500
92986,2622,debit,active,5000
92987,4556,credit,active,3000
92988,2130,credit,active,500
92989,4820,debit,active,5000
92990,3497,credit,active,3000
92991,2423,credit,active,1000
92992,1797,debit,active,3000
92993,3627,credit,active,3000
92994,1875,debit,flagged,5000
92995,1212,debit,active,3000
92996,1395,debit,active,500
92997,2826,debit,active,3000
92998,2378,debit,active,3000
92999,2007,credit,flagged,500
93000,2648,debit,active,1500
93001,72,credit,active,500
93002,2069,credit,active,3000
93003,217,credit,active,5000
93004,3499,debit,active,1500
93005,2912,credit,active,3000
93006,3094,debit,active,1500
93007,4757,debit,active,500
93008,3597,credit,active,1000
93009,3186,credit,active,5000
93010,3615,credit,active,1500
93011,4145,credit,active,1500
93012,3709,debit,active,5000
93013,4385,credit,flagged,1500
93014,4923,credit,active,3000
93015,1992,credit,active,3000
93016,2056,credit,active,1500
93017,1942,credit,active,500
93018,1161,debit,active,5000
93019,3729,credit,active,500
93020,667,credit,active,3000
93021,4855,debit,active,1000
93022,4872,debit,active,500
93023,490,credit,active,1500
93024,2349,credit,active,3000
93025,1886,credit,active,1500
93026,2330,debit,active,5000
93027,551,debit,active,1000
93028,2380,credit,active,3000
93029,845,debit,active,1000
93030,2024,debit,active,3000
93031,2755,debit,active,1000
93032,3019,credit,active,5000
93033,4438,debit,active,1000
93034,4127,debit,active,500
93035,4870,credit,active,5000
93036,4015,credit,active,1500
93037,3856,debit,active,3000
93038,1560,credit,active,3000
93039,2028,debit,active,3000
93040,3733,debit,active,5000
93041,2026,credit,active,3000
93042,224,credit,active,3000
93043,4123,credit,active,500
93044,453,credit,active,1500
93045,380,credit,active,5000
93046,3275,debit,flagged,500
93047,670,debit,active,5000
93048,1895,debit,active,1000
93049,3316,credit,active,5000
93050,1298,credit,active,1000
93051,129,credit,active,500
