transaction_id,customer_id,card_id,merchant_id,amount,currency,country,transaction_time,channel,device_id,is_foreign_country,is_night_transaction,risk_score,status,fraud_label
36855,3967,94947,114,84.11,EUR,Austria,2026-04-26 18:14:51,online,DEV_3967_1,0,0,10,APPROVED,0
36856,3342,92254,204,126.13,EUR,Austria,2026-04-02 15:21:49,online,DEV_3342_3,0,0,0,APPROVED,0
36859,4273,93972,389,602.04,EUR,Spain,2026-02-06 08:13:07,pos,DEV_4273_3,0,0,10,APPROVED,0
36860,1543,92480,332,138.18,EUR,Austria,2026-05-11 21:05:52,pos,DEV_1543_3,0,0,0,APPROVED,0
36861,1722,91606,170,5.61,EUR,Germany,2026-05-28 23:02:01,pos,DEV_1722_3,0,0,0,APPROVED,0
36862,3058,90014,8,521.21,EUR,France,2026-03-22 19:02:43,pos,DEV_3058_2,0,0,25,APPROVED,0
36863,3123,90869,113,135.23,EUR,Romania,2026-01-23 15:34:47,pos,DEV_3123_3,0,0,0,APPROVED,0
36865,4669,95169,183,39.94,EUR,Poland,2026-02-13 12:37:12,online,DEV_4669_2,0,0,0,APPROVED,0
36867,3181,95227,428,366.85,EUR,Spain,2026-05-28 11:41:42,online,DEV_3181_2,0,0,0,APPROVED,0
36868,435,94349,457,180.67,EUR,Netherlands,2026-03-03 22:45:42,pos,DEV_435_2,0,0,10,APPROVED,0
36870,2359,93492,40,36.66,EUR,Netherlands,2026-02-25 14:34:13,pos,DEV_2359_2,0,0,0,APPROVED,0
36872,2625,95787,277,30.62,EUR,Poland,2026-06-20 20:07:27,pos,DEV_2625_1,0,0,0,APPROVED,0
36874,4549,94611,75,20.0,EUR,Belgium,2026-02-05 09:44:40,online,DEV_4549_2,0,0,25,APPROVED,0
36875,1532,92166,205,42.97,EUR,United Kingdom,2026-04-17 09:48:20,pos,DEV_1532_1,0,0,0,APPROVED,0
36880,4533,92144,72,172.38,EUR,Poland,2026-01-13 23:51:52,pos,DEV_4533_2,0,0,0,APPROVED,0
36881,4571,90202,75,70.91,EUR,Italy,2026-05-22 12:47:49,pos,DEV_4571_2,0,0,25,APPROVED,0
36882,3736,90352,494,20.49,EUR,Romania,2026-06-15 11:07:45,online,DEV_3736_3,0,0,10,APPROVED,0
36883,2934,90828,358,111.18,EUR,Spain,2026-03-28 07:49:40,pos,DEV_2934_1,0,0,0,APPROVED,0
36884,1673,95996,345,173.12,EUR,France,2026-04-15 19:28:09,online,DEV_1673_1,0,0,0,APPROVED,0
36887,1269,91800,444,79.8,EUR,United Kingdom,2026-02-06 23:26:03,online,DEV_1269_2,0,0,25,APPROVED,0
36888,2434,90160,492,1735.74,EUR,Romania,2026-02-16 00:27:45,online,DEV_NEW_262327,1,1,100,BLOCKED,1
36889,1276,95493,81,93.22,EUR,Poland,2026-03-04 06:08:40,online,DEV_1276_2,0,0,10,APPROVED,0
36891,3912,91573,386,85.75,EUR,France,2026-04-22 22:39:02,online,DEV_3912_1,0,0,10,APPROVED,0
36892,1530,91049,248,350.96,EUR,Italy,2026-04-14 17:42:43,pos,DEV_1530_3,1,0,20,APPROVED,0
36893,2524,95214,73,676.22,EUR,Italy,2026-06-07 12:11:55,online,DEV_2524_2,0,0,10,APPROVED,0
36894,1151,95764,408,419.65,EUR,France,2026-04-15 06:52:25,pos,DEV_1151_3,0,0,0,APPROVED,0
36898,4031,94101,454,63.7,EUR,Italy,2026-06-05 07:10:40,pos,DEV_4031_2,0,0,10,APPROVED,0
36899,1069,94498,232,40.2,EUR,France,2026-04-06 14:43:30,atm,DEV_1069_2,0,0,10,APPROVED,0
36900,418,92730,348,6.04,EUR,United Kingdom,2026-01-17 14:00:05,online,DEV_418_2,0,0,0,APPROVED,0
36901,106,92442,235,222.77,EUR,Spain,2026-06-04 08:15:46,pos,DEV_106_1,0,0,0,APPROVED,0
36902,1286,93782,364,168.26,EUR,Italy,2026-05-27 11:40:44,online,DEV_1286_1,0,0,25,APPROVED,0
36904,4385,92804,111,217.25,EUR,Netherlands,2026-03-16 06:16:37,pos,DEV_4385_2,0,0,0,APPROVED,0
36905,4475,92870,108,190.91,EUR,Germany,2026-05-13 09:01:10,online,DEV_4475_1,0,0,10,APPROVED,0
36907,3210,90282,346,229.65,EUR,Poland,2026-05-06 07:29:05,pos,DEV_3210_1,0,0,0,APPROVED,0
36908,4630,92112,450,14.19,EUR,Italy,2026-04-19 06:28:35,online,DEV_4630_2,0,0,25,APPROVED,0
36909,4058,91096,107,16.63,EUR,United Kingdom,2026-03-15 23:56:12,pos,DEV_4058_2,0,0,0,APPROVED,0
36910,1008,93277,162,220.43,EUR,France,2026-02-15 09:29:29,pos,DEV_1008_3,0,0,25,APPROVED,0
36911,1737,94626,364,27.88,EUR,Romania,2026-03-25 22:15:46,pos,DEV_1737_1,0,0,25,APPROVED,0
36912,3501,95264,19,219.97,EUR,Belgium,2026-01-30 08:59:58,pos,DEV_3501_2,0,0,25,APPROVED,0
36913,3321,90351,324,252.43,EUR,Austria,2026-02-11 04:41:01,pos,DEV_NEW_565474,1,1,60,REVIEW,1
36914,1909,92702,483,121.4,EUR,United Kingdom,2026-05-03 13:14:40,pos,DEV_1909_1,0,0,0,APPROVED,0
36915,4764,91716,72,208.93,EUR,Spain,2026-04-29 23:36:24,pos,DEV_4764_2,0,0,0,APPROVED,0
36917,3213,95464,269,67.64,EUR,Spain,2026-01-10 19:32:47,pos,DEV_3213_1,1,0,20,APPROVED,0
36918,3306,93948,308,176.94,EUR,Poland,2026-06-02 12:02:51,pos,DEV_3306_1,0,0,0,APPROVED,0
36921,4561,95835,230,55.6,EUR,Austria,2026-01-09 08:52:52,pos,DEV_4561_2,0,0,10,APPROVED,0
36923,1315,95829,362,51.46,EUR,Poland,2026-02-14 20:09:52,pos,DEV_1315_2,0,0,25,APPROVED,0
36925,2557,95003,209,87.68,EUR,Italy,2026-03-31 08:37:27,pos,DEV_2557_3,0,0,0,APPROVED,0
36927,61,94987,75,368.14,EUR,Romania,2026-03-08 16:23:44,pos,DEV_61_1,0,0,25,APPROVED,0
36928,964,91198,38,43.78,EUR,Romania,2026-01-05 11:50:59,online,DEV_964_2,0,0,0,APPROVED,0
36929,857,90329,352,81.87,EUR,Germany,2026-02-25 08:49:54,online,DEV_857_3,1,0,45,REVIEW,0
36931,3456,90012,210,47.31,EUR,Romania,2026-05-01 17:46:55,pos,DEV_3456_3,0,0,0,APPROVED,0
36932,3617,94635,119,111.56,EUR,Spain,2026-05-08 06:38:58,pos,DEV_3617_1,0,0,25,APPROVED,0
36933,634,93557,407,314.64,EUR,Italy,2026-06-29 17:19:41,online,DEV_634_3,0,0,0,APPROVED,0
36934,4088,90016,78,183.94,EUR,France,2026-01-07 13:44:45,online,DEV_4088_2,0,0,10,APPROVED,0
36935,1234,90045,477,33.13,EUR,United Kingdom,2026-03-15 08:50:10,pos,DEV_1234_1,1,0,20,APPROVED,0
36936,1964,92654,46,90.1,EUR,United Kingdom,2026-01-09 22:18:41,online,DEV_1964_2,0,0,0,APPROVED,0
36939,4562,90247,95,126.49,EUR,Italy,2026-03-12 09:36:04,pos,DEV_4562_1,0,0,0,APPROVED,0
36941,326,91666,207,23.17,EUR,Belgium,2026-04-01 06:37:46,online,DEV_326_1,0,0,0,APPROVED,0
36942,3118,91592,127,52.53,EUR,Austria,2026-01-08 17:49:36,online,DEV_3118_2,1,0,20,APPROVED,0
36943,3323,92206,478,49.03,EUR,Poland,2026-03-16 11:50:12,pos,DEV_3323_1,0,0,25,APPROVED,0
36947,2903,93310,289,110.6,EUR,Netherlands,2026-01-05 11:42:03,online,DEV_2903_1,0,0,10,APPROVED,0
36948,74,92278,431,187.14,EUR,Austria,2026-02-16 17:23:44,pos,DEV_74_2,0,0,0,APPROVED,0
36949,4616,95615,432,152.25,EUR,Netherlands,2026-02-16 14:35:10,online,DEV_4616_3,0,0,10,APPROVED,0
36951,2609,93078,82,691.42,EUR,Italy,2026-02-19 08:48:48,pos,DEV_2609_3,0,0,20,APPROVED,0
36952,4269,94194,270,120.11,EUR,Netherlands,2026-04-11 18:20:04,pos,DEV_4269_2,0,0,10,APPROVED,0
36953,4274,90180,454,823.28,EUR,Belgium,2026-05-14 23:45:25,online,DEV_4274_3,0,0,10,APPROVED,0
36954,3802,93692,369,107.43,EUR,Austria,2026-03-13 10:08:58,pos,DEV_3802_3,1,0,45,REVIEW,0
36957,3057,92918,368,21.87,EUR,Romania,2026-02-27 16:07:01,pos,DEV_3057_3,0,0,0,APPROVED,0
36958,4711,95322,476,21.83,EUR,France,2026-06-15 20:47:37,pos,DEV_4711_3,0,0,25,APPROVED,0
36960,1603,95440,138,89.04,EUR,Romania,2026-05-28 07:15:20,online,DEV_1603_3,0,0,0,APPROVED,0
36961,1585,91228,303,246.29,EUR,Austria,2026-06-05 13:39:28,pos,DEV_1585_1,0,0,0,APPROVED,0
36962,1431,93185,353,60.47,EUR,Germany,2026-06-23 20:11:53,online,DEV_1431_2,0,0,25,APPROVED,0
36963,2556,92759,473,54.95,EUR,Netherlands,2026-05-25 06:45:50,online,DEV_2556_2,0,0,65,REVIEW,0
36964,3818,95368,330,360.75,EUR,Austria,2026-04-15 19:47:42,atm,DEV_3818_1,1,0,30,APPROVED,0
36965,1366,92774,98,20.36,EUR,Poland,2026-03-06 11:10:16,pos,DEV_1366_1,0,0,0,APPROVED,0
36966,3784,91382,187,44.94,EUR,Germany,2026-04-10 16:43:01,pos,DEV_3784_1,0,0,10,APPROVED,0
36967,2753,92970,80,152.64,EUR,Germany,2026-03-02 16:46:15,pos,DEV_2753_2,0,0,0,APPROVED,0
36968,777,91223,449,42.16,EUR,Italy,2026-06-07 17:35:23,pos,DEV_777_1,0,0,10,APPROVED,0
36971,3365,90407,363,82.8,EUR,Belgium,2026-06-16 18:02:11,online,DEV_3365_2,0,0,0,APPROVED,0
36972,2800,91613,10,259.07,EUR,Belgium,2026-01-18 18:59:22,online,DEV_2800_1,0,0,10,APPROVED,0
36973,1412,95002,193,474.74,EUR,Netherlands,2026-02-16 19:03:01,online,DEV_1412_1,0,0,0,APPROVED,0
36975,4656,91829,307,64.53,EUR,France,2026-06-25 12:55:30,online,DEV_4656_2,0,0,0,APPROVED,0
36976,1894,91843,288,199.07,EUR,Poland,2026-03-10 19:05:02,pos,DEV_1894_3,0,0,10,APPROVED,0
36977,1273,95111,304,48.7,EUR,Netherlands,2026-04-26 06:30:18,pos,DEV_1273_1,0,0,10,APPROVED,0
36978,1742,93465,471,154.8,EUR,Poland,2026-05-11 21:34:33,online,DEV_1742_2,1,0,20,APPROVED,0
36982,4035,91075,115,559.16,EUR,United Kingdom,2026-03-01 15:17:25,pos,DEV_4035_1,0,0,0,APPROVED,0
36983,818,91457,441,74.73,EUR,Germany,2026-04-22 08:36:46,online,DEV_818_1,0,0,0,APPROVED,0
36984,3809,94506,214,5.34,EUR,Poland,2026-02-27 18:56:58,pos,DEV_3809_2,0,0,40,REVIEW,0
36985,2409,92107,66,52.08,EUR,United Kingdom,2026-02-08 13:42:54,pos,DEV_2409_3,0,0,25,APPROVED,0
36986,2690,90694,216,98.68,EUR,Netherlands,2026-01-15 16:42:30,pos,DEV_2690_1,0,0,10,APPROVED,0
36987,1518,91675,203,979.33,EUR,United Kingdom,2026-02-03 08:37:57,online,DEV_1518_2,0,0,10,APPROVED,0
36988,83,91659,27,278.05,EUR,France,2026-03-12 07:28:11,pos,DEV_83_2,0,0,10,APPROVED,0
36989,4348,94197,431,215.14,EUR,Germany,2026-05-11 08:37:19,online,DEV_4348_3,0,0,0,APPROVED,0
36991,14,95758,441,64.88,EUR,Belgium,2026-06-25 22:20:41,online,DEV_14_1,0,0,0,APPROVED,0
36992,2952,95087,425,14.4,EUR,Romania,2026-02-11 13:50:06,pos,DEV_2952_1,0,0,0,APPROVED,0
36994,3704,92571,291,196.35,EUR,Italy,2026-06-25 17:19:21,online,DEV_3704_1,0,0,10,APPROVED,0
36996,174,93499,169,92.75,EUR,Spain,2026-05-27 12:57:21,online,DEV_174_3,0,0,10,APPROVED,0
36997,2543,91006,189,186.54,EUR,Germany,2026-06-27 14:06:35,online,DEV_2543_3,0,0,0,APPROVED,0
36998,128,94698,59,176.4,EUR,United Kingdom,2026-04-16 11:14:43,online,DEV_128_3,0,0,10,APPROVED,0
36999,4860,93792,38,40.69,EUR,Austria,2026-01-28 15:04:30,online,DEV_4860_3,0,0,0,APPROVED,0
37000,2559,92626,103,105.05,EUR,France,2026-02-06 08:40:05,pos,DEV_2559_3,0,0,0,APPROVED,0
37001,3098,94920,132,45.8,EUR,Poland,2026-06-11 10:55:02,online,DEV_3098_2,1,0,45,REVIEW,0
37002,2119,92735,352,97.35,EUR,Germany,2026-05-24 19:06:11,online,DEV_2119_1,0,0,25,APPROVED,0
37003,1267,91205,27,78.04,EUR,United Kingdom,2026-05-28 14:23:01,pos,DEV_1267_3,0,0,10,APPROVED,0
37006,3829,91307,55,174.19,EUR,United Kingdom,2026-06-16 21:55:28,pos,DEV_3829_1,1,0,20,APPROVED,0
37008,1812,91097,320,355.72,EUR,United Kingdom,2026-05-23 07:51:25,pos,DEV_1812_3,0,0,0,APPROVED,0
37011,4381,94892,70,486.67,EUR,Austria,2026-01-28 20:42:08,pos,DEV_4381_3,0,0,35,APPROVED,0
37014,2729,90549,433,549.01,EUR,United Kingdom,2026-06-20 07:29:58,online,DEV_2729_3,0,0,25,APPROVED,0
37015,4281,95729,470,156.2,EUR,Italy,2026-04-23 14:15:50,pos,DEV_4281_3,0,0,25,APPROVED,0
37016,1885,91094,250,179.46,EUR,Austria,2026-05-25 07:24:10,pos,DEV_1885_1,0,0,25,APPROVED,0
37017,2088,93417,262,20.68,EUR,Poland,2026-02-06 16:05:35,pos,DEV_2088_3,0,0,0,APPROVED,0
37018,708,90801,265,54.02,EUR,Germany,2026-05-23 19:20:07,pos,DEV_708_1,0,0,40,REVIEW,0
37019,3160,90984,260,58.25,EUR,Austria,2026-04-25 21:31:58,online,DEV_3160_2,0,0,0,APPROVED,0
37020,3307,94995,299,109.66,EUR,United Kingdom,2026-05-19 21:26:39,pos,DEV_3307_2,1,0,20,APPROVED,0
37021,841,95427,177,344.43,EUR,Romania,2026-06-23 07:12:32,pos,DEV_841_2,0,0,10,APPROVED,0
37022,2243,95101,272,73.08,EUR,United Kingdom,2026-02-20 11:21:23,online,DEV_2243_1,0,0,25,APPROVED,0
37023,4299,94546,102,31.7,EUR,Belgium,2026-06-16 16:36:26,online,DEV_4299_2,0,0,25,APPROVED,0
37026,1953,91951,142,698.92,EUR,United Kingdom,2026-02-17 22:17:34,online,DEV_NEW_506749,1,0,90,BLOCKED,1
37027,2727,93986,80,23.43,EUR,Poland,2026-04-06 10:00:06,pos,DEV_2727_2,0,0,0,APPROVED,0
37028,2054,91958,18,497.93,EUR,Poland,2026-06-16 03:39:32,pos,DEV_NEW_479341,1,1,85,BLOCKED,1
37029,2063,91657,305,30.72,EUR,Germany,2026-06-04 21:26:08,pos,DEV_2063_3,0,0,0,APPROVED,0
37030,281,93398,100,23.07,EUR,Poland,2026-04-02 16:37:26,pos,DEV_281_1,1,0,30,APPROVED,0
37032,4617,90504,360,226.63,EUR,Austria,2026-02-21 18:53:36,online,DEV_4617_1,0,0,0,APPROVED,0
37033,951,94804,75,22.86,EUR,Germany,2026-01-01 22:00:38,online,DEV_951_3,0,0,25,APPROVED,0
37036,1242,95635,26,83.77,EUR,France,2026-03-23 06:22:22,pos,DEV_1242_2,0,0,0,APPROVED,0
37037,3739,94308,323,19.77,EUR,Spain,2026-02-20 20:37:39,pos,DEV_3739_2,0,0,50,REVIEW,0
37039,1856,91441,102,1650.07,EUR,Poland,2026-05-29 02:02:55,online,DEV_NEW_236249,1,1,100,BLOCKED,1
37040,3250,92797,101,138.31,EUR,Poland,2026-02-25 06:42:37,online,DEV_3250_1,0,0,0,APPROVED,0
37041,2418,93237,88,350.64,EUR,Spain,2026-04-18 06:19:31,pos,DEV_2418_3,0,0,0,APPROVED,0
37042,3189,92272,240,18.98,EUR,Netherlands,2026-04-02 11:50:49,pos,DEV_3189_2,0,0,25,APPROVED,0
37043,2165,93486,157,1283.57,EUR,Spain,2026-03-15 10:17:33,pos,DEV_2165_1,0,0,35,APPROVED,0
37044,2799,92410,385,66.64,EUR,Poland,2026-01-11 20:47:11,online,DEV_2799_2,0,0,25,APPROVED,0
37045,1427,94811,379,41.49,EUR,Poland,2026-04-21 17:28:37,online,DEV_1427_3,0,0,25,APPROVED,0
37046,1782,91351,387,197.13,EUR,France,2026-06-07 06:34:03,pos,DEV_1782_3,1,0,20,APPROVED,0
37047,2249,93431,90,88.8,EUR,Austria,2026-03-06 15:12:05,online,DEV_2249_2,0,0,40,REVIEW,0
37049,4771,90527,128,198.3,EUR,Austria,2026-06-11 00:17:42,atm,DEV_NEW_223598,1,1,40,REVIEW,1
37051,2641,94124,466,291.98,EUR,Austria,2026-04-04 17:52:44,online,DEV_2641_1,1,0,20,APPROVED,0
37052,3590,93622,473,149.28,EUR,Netherlands,2026-02-21 18:23:56,pos,DEV_3590_2,0,0,25,APPROVED,0
37053,4503,93474,175,45.52,EUR,Spain,2026-05-10 09:09:56,pos,DEV_4503_2,0,0,10,APPROVED,0
37057,2667,93144,11,92.84,EUR,Austria,2026-06-13 10:36:01,pos,DEV_2667_3,0,0,0,APPROVED,0
37059,1296,95871,137,1108.06,EUR,Germany,2026-05-18 16:54:47,pos,DEV_1296_3,0,0,35,APPROVED,0
37061,4759,90886,450,94.56,EUR,United Kingdom,2026-03-11 20:03:12,online,DEV_4759_2,0,0,25,APPROVED,0
37062,1809,90425,118,33.41,EUR,Romania,2026-04-06 10:16:32,pos,DEV_1809_1,1,0,20,APPROVED,0
37063,987,93658,41,180.69,EUR,France,2026-06-29 12:22:35,online,DEV_987_2,1,0,20,APPROVED,0
37064,4949,94500,49,103.58,EUR,Poland,2026-03-28 23:48:48,online,DEV_4949_3,0,0,0,APPROVED,0
37068,4563,93145,260,1894.41,EUR,United Kingdom,2026-01-21 05:29:34,online,DEV_NEW_512552,1,1,75,BLOCKED,1
37069,3073,91435,269,24.36,EUR,Belgium,2026-06-23 10:36:07,pos,DEV_3073_3,0,0,0,APPROVED,0
37070,1414,93127,51,1411.57,EUR,Austria,2026-03-27 18:38:17,pos,DEV_1414_3,0,0,20,APPROVED,0
37071,2409,92107,231,69.93,EUR,United Kingdom,2026-03-12 14:30:38,pos,DEV_2409_3,0,0,0,APPROVED,0
37072,1883,90653,287,113.48,EUR,Spain,2026-05-16 07:29:24,pos,DEV_1883_2,0,0,0,APPROVED,0
37073,3641,93651,107,219.96,EUR,Netherlands,2026-06-18 18:33:42,pos,DEV_3641_1,0,0,0,APPROVED,0
37074,4120,92400,22,100.57,EUR,France,2026-01-19 18:24:49,pos,DEV_4120_1,0,0,10,APPROVED,0
37075,1195,93282,49,30.73,EUR,Italy,2026-05-05 08:36:40,online,DEV_1195_2,0,0,0,APPROVED,0
37076,2119,92735,311,180.05,EUR,Netherlands,2026-01-21 22:06:38,online,DEV_NEW_742941,1,0,35,APPROVED,1
37077,3795,91780,339,97.57,EUR,United Kingdom,2026-01-06 11:01:23,pos,DEV_3795_2,1,0,30,APPROVED,0
37078,1686,93452,131,218.95,EUR,Romania,2026-06-05 22:51:11,pos,DEV_1686_3,0,0,25,APPROVED,0
37079,2113,91801,255,240.65,EUR,Netherlands,2026-03-14 15:17:19,pos,DEV_2113_1,0,0,0,APPROVED,0
37080,2567,95438,87,28.45,EUR,France,2026-05-27 17:23:53,online,DEV_2567_1,0,0,0,APPROVED,0
37082,3402,94005,36,151.28,EUR,Poland,2026-05-07 11:03:20,online,DEV_3402_3,0,0,10,APPROVED,0
37083,2024,92682,215,88.68,EUR,Germany,2026-04-11 16:19:19,online,DEV_2024_3,0,0,0,APPROVED,0
37085,80,92160,331,58.22,EUR,Spain,2026-01-28 09:20:06,online,DEV_80_2,0,0,0,APPROVED,0
37086,3140,92024,266,87.74,EUR,Romania,2026-05-20 14:36:39,online,DEV_3140_1,0,0,10,APPROVED,0
37087,3847,93807,342,182.95,EUR,Germany,2026-04-29 14:20:14,pos,DEV_3847_2,0,0,25,APPROVED,0
37088,1664,94058,474,38.57,EUR,Netherlands,2026-03-13 11:22:29,pos,DEV_1664_1,0,0,0,APPROVED,0
37089,747,95136,96,22.08,EUR,Germany,2026-03-25 15:21:40,pos,DEV_747_3,0,0,25,APPROVED,0
37092,1340,94333,118,384.75,EUR,Romania,2026-04-29 17:39:29,online,DEV_1340_2,0,0,10,APPROVED,0
37093,1421,92869,71,159.52,EUR,Austria,2026-04-30 16:24:32,atm,DEV_1421_3,0,0,0,APPROVED,0
37095,2923,93847,337,58.51,EUR,Germany,2026-05-14 10:44:23,online,DEV_2923_3,0,0,0,APPROVED,0
37096,3155,93418,229,407.5,EUR,Romania,2026-04-19 10:41:34,online,DEV_3155_1,0,0,10,APPROVED,0
37098,912,94594,143,51.9,EUR,Spain,2026-01-08 23:02:01,online,DEV_912_1,0,0,0,APPROVED,0
37099,883,95059,277,64.5,EUR,Romania,2026-06-02 08:46:56,online,DEV_883_1,1,0,20,APPROVED,0
37100,372,94170,138,121.45,EUR,United Kingdom,2026-03-01 19:12:00,pos,DEV_372_3,0,0,0,APPROVED,0
37101,1289,90209,110,252.85,EUR,Netherlands,2026-06-11 22:27:07,online,DEV_1289_1,0,0,0,APPROVED,0
37102,799,95595,478,268.74,EUR,Poland,2026-03-12 08:51:56,online,DEV_799_2,0,0,25,APPROVED,0
37103,1936,92196,72,38.06,EUR,France,2026-03-16 15:27:45,online,DEV_1936_2,0,0,0,APPROVED,0
37104,3835,92036,202,165.56,EUR,Romania,2026-04-27 12:08:37,pos,DEV_3835_1,0,0,0,APPROVED,0
37106,1369,92193,45,66.3,EUR,Romania,2026-01-20 21:03:07,atm,DEV_1369_1,1,0,20,APPROVED,0
37107,1585,91910,393,45.92,EUR,France,2026-02-06 20:54:18,online,DEV_1585_3,1,0,20,APPROVED,0
37108,102,95956,494,46.24,EUR,Germany,2026-06-11 19:05:23,online,DEV_102_3,0,0,10,APPROVED,0
37109,1017,90316,207,382.08,EUR,Romania,2026-04-17 17:29:23,pos,DEV_1017_3,0,0,10,APPROVED,0
37110,682,90626,135,14.46,EUR,Austria,2026-03-24 19:08:13,online,DEV_682_3,1,0,20,APPROVED,0
37111,1296,94274,263,1136.28,EUR,Germany,2026-02-17 06:52:49,pos,DEV_1296_2,0,0,35,APPROVED,0
37112,3745,90769,435,22.46,EUR,Poland,2026-05-12 15:49:23,online,DEV_3745_3,1,0,30,APPROVED,0
37113,1646,92947,66,63.28,EUR,Germany,2026-02-16 18:23:07,online,DEV_1646_1,0,0,25,APPROVED,0
37114,960,95037,222,171.47,EUR,Germany,2026-04-23 21:52:11,online,DEV_960_3,0,0,25,APPROVED,0
37115,1520,93824,46,199.95,EUR,Italy,2026-03-23 17:38:14,atm,DEV_1520_2,0,0,0,APPROVED,0
37116,3710,91418,375,30.4,EUR,Germany,2026-06-21 11:16:29,pos,DEV_3710_3,0,0,10,APPROVED,0
37118,4188,92663,106,18.92,EUR,Spain,2026-03-16 08:21:40,pos,DEV_4188_1,1,0,20,APPROVED,0
37119,1248,92618,286,147.98,EUR,United Kingdom,2026-05-15 11:17:28,pos,DEV_1248_3,0,0,10,APPROVED,0
37121,3726,91998,385,586.02,EUR,Romania,2026-03-25 18:01:34,online,DEV_3726_2,0,0,25,APPROVED,0
37122,1146,91768,78,39.7,EUR,Belgium,2026-02-20 08:52:39,pos,DEV_1146_2,0,0,10,APPROVED,0
37123,3387,93623,303,27.16,EUR,Germany,2026-04-14 19:33:07,pos,DEV_3387_1,0,0,40,REVIEW,0
37124,3511,90268,346,181.11,EUR,Belgium,2026-03-09 18:48:03,atm,DEV_3511_3,0,0,0,APPROVED,0
37125,933,93991,205,85.65,EUR,Spain,2026-06-13 13:35:19,online,DEV_933_2,0,0,0,APPROVED,0
37128,2120,94884,343,373.55,EUR,Romania,2026-04-13 15:22:51,pos,DEV_2120_1,0,0,25,APPROVED,0
37129,3916,93729,346,634.64,EUR,United Kingdom,2026-05-29 04:14:56,pos,DEV_NEW_444701,1,1,60,REVIEW,1
37131,2251,95334,26,206.29,EUR,United Kingdom,2026-01-18 21:07:25,pos,DEV_2251_2,0,0,0,APPROVED,0
37132,2275,90692,384,472.08,EUR,Germany,2026-02-05 12:23:21,pos,DEV_2275_3,0,0,25,APPROVED,0
37134,3124,95760,81,139.35,EUR,Netherlands,2026-04-02 07:28:06,online,DEV_3124_1,0,0,10,APPROVED,0
37135,4765,95447,194,101.51,EUR,Austria,2026-01-04 23:24:46,atm,DEV_4765_1,0,0,0,APPROVED,0
37136,1983,90270,234,125.86,EUR,Romania,2026-06-19 12:05:00,online,DEV_1983_1,0,0,25,APPROVED,0
37137,2154,95722,419,60.09,EUR,Romania,2026-03-18 15:59:46,pos,DEV_2154_2,1,0,20,APPROVED,0
37138,868,92625,271,37.7,EUR,Belgium,2026-01-04 15:23:39,online,DEV_868_1,0,0,0,APPROVED,0
37139,3739,94308,80,24.46,EUR,Austria,2026-03-24 06:00:31,online,DEV_3739_3,1,0,60,REVIEW,0
37142,3987,92098,490,62.74,EUR,Italy,2026-01-09 07:28:20,online,DEV_3987_1,0,0,0,APPROVED,0
37143,3382,95517,437,173.19,EUR,Poland,2026-03-21 13:50:10,online,DEV_3382_2,0,0,0,APPROVED,0
37144,4922,91784,251,139.15,EUR,Italy,2026-03-02 20:32:38,pos,DEV_4922_1,1,0,30,APPROVED,0
37145,42,91022,415,160.05,EUR,Romania,2026-01-23 20:56:10,pos,DEV_42_1,0,0,0,APPROVED,0
37147,4788,92214,400,51.43,EUR,Poland,2026-01-31 17:41:22,pos,DEV_4788_3,1,0,20,APPROVED,0
37148,1388,95755,431,872.8,EUR,Poland,2026-01-10 23:38:08,pos,DEV_1388_2,0,0,10,APPROVED,0
37149,2361,92043,417,57.26,EUR,Italy,2026-04-28 06:16:58,online,DEV_2361_1,0,0,0,APPROVED,0
37151,789,94108,142,165.87,EUR,Italy,2026-02-15 17:55:34,online,DEV_789_2,0,0,25,APPROVED,0
37152,3321,90351,473,54.92,EUR,United Kingdom,2026-06-26 18:45:41,online,DEV_3321_2,0,0,25,APPROVED,0
37155,1015,90979,459,140.72,EUR,Austria,2026-03-06 08:44:35,online,DEV_1015_2,0,0,25,APPROVED,0
37156,1843,92455,439,80.03,EUR,Poland,2026-04-13 07:43:08,pos,DEV_1843_1,0,0,0,APPROVED,0
37157,294,91668,193,67.32,EUR,Germany,2026-03-14 09:54:26,pos,DEV_294_2,0,0,0,APPROVED,0
37159,1841,94983,276,97.81,EUR,Spain,2026-05-08 22:31:32,online,DEV_1841_2,0,0,10,APPROVED,0
37160,1986,92142,176,142.67,EUR,Romania,2026-04-03 08:00:59,online,DEV_1986_1,0,0,0,APPROVED,0
37161,2257,95780,411,33.55,EUR,Poland,2026-05-10 12:35:57,online,DEV_2257_3,0,0,10,APPROVED,0
37163,1800,95149,214,23.15,EUR,United Kingdom,2026-06-19 13:40:19,online,DEV_1800_3,0,0,0,APPROVED,0
37164,1846,94038,147,52.75,EUR,United Kingdom,2026-06-04 13:12:38,online,DEV_1846_2,0,0,0,APPROVED,0
37165,1655,92529,223,50.27,EUR,Romania,2026-06-12 16:00:26,pos,DEV_1655_3,0,0,0,APPROVED,0
37166,4067,93295,290,37.7,EUR,United Kingdom,2026-03-03 16:45:15,online,DEV_4067_3,0,0,0,APPROVED,0
37167,1807,93125,25,117.82,EUR,United Kingdom,2026-02-24 23:34:27,pos,DEV_1807_2,1,0,30,APPROVED,0
37168,3780,95455,373,254.49,EUR,Poland,2026-05-25 08:42:38,online,DEV_3780_2,0,0,0,APPROVED,0
